"runtime","title","vote_average","vote_count","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Family","Fantasy","Foreign","History","Horror","Music","Mystery","Romance","Science.Fiction","Thriller","TV.Movie","War","Western","log_budget","log_revenue","title_length","age"
104,"The Blue Lagoon",5.8,408,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.3195879547405,17.8905551685276,15,13953
109,"Beyond the Valley of the Dolls",6.6,53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.552674623941,17.5043900120782,30,17594
85,"Once",7.3,453,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,11.982929094216,16.8461520037072,4,4196
128,"Tom Jones",6.1,39,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.8155105579643,17.4425146083601,9,20070
128,"Torn Curtain",6.4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14.9141228466324,16.3804599154258,12,19059
108,"The Sentinel",5.8,225,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.9098551201864,18.1711976577404,12,4534
97,"Sweet Sweetback's Baadasssss Song",4.6,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11.9183905730784,16.5368059858165,33,17314
102,"Angel Eyes",5.6,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,17.7858024715164,17.2066576037729,10,6334
121,"Family Plot",6.7,86,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.5086577385242,15.8823733174372,11,15501
126,"The Mist",6.7,1399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,16.7058823158604,17.8602479473562,8,3953
175,"A Bridge Too Far",6.9,207,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,16.9065530113226,17.7424221758862,16,15069
148,"Into the Wild",7.8,3045,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5235607590665,17.8454080082042,13,4024
172,"The Great Escape",7.8,717,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,15.2018049190842,16.2788931346181,16,20178
90,"Along Came Polly",5.8,773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.5531801762476,18.9627921400242,16,5358
126,"P.S. I Love You",6.9,977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17.2167079396264,18.8707070167627,15,3959
115,"Shanghai Knights",6,692,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.7275335633924,18.2965166211448,16,5702
98,"Six Days Seven Nights",5.6,332,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0640058000136,18.9153769857885,21,7402
123,"The Mexican",5.8,441,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.8585618257988,18.8116752088388,11,6409
128,"Dracula",7.1,1056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17.5043900120782,19.1901530783298,7,9439
93,"Spice World",4.7,123,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,17.0343863828325,18.4206807439524,11,7577
136,"Dreamcatcher",5.3,567,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,18.0350182631404,18.1424926077926,12,5659
101,"Reign of Fire",6,669,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.9098551201864,17.5781510776382,13,5911
100,"Coyote Ugly",5.8,575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6221730477346,18.550976053604,11,6623
114,"Three Kings",6.6,692,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1329986715006,18.4976417850885,11,6930
104,"Practical Magic",6.3,338,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18.1329986715006,17.6588987063821,15,7276
102,"Racing Stripes",5.1,123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2167079396264,18.3563824286297,14,5002
97,"Freddy vs. Jason",5.8,594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.2167079396264,18.5596495893005,16,5512
92,"Alvin and the Chipmunks",5.5,1177,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,17.9098551201864,19.7054036047986,23,3931
101,"I Am Legend",6.9,4853,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,18.8261458520605,20.1877188255927,11,3930
103,"Arachnophobia",6.2,433,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.2494977624494,17.7897227018906,13,10266
104,"The Dukes of Hazzard",5.1,316,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7275335633924,18.5232705086224,20,4791
134,"First Knight",5.9,311,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17.8228437431967,18.6644143379601,12,8473
102,"Charlie Wilson's War",6.5,338,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18.1329986715006,18.594637496448,20,3925
92,"Idle Hands",6.1,182,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17.0343863828325,15.239156097284,10,7080
111,"27 Dresses",6.1,978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.2167079396264,18.8923038049604,10,3903
96,"Walk Hard: The Dewey Cox Story",6.6,212,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.3708586194537,16.7233483920164,30,3923
106,"Lars and the Real Girl",7.1,509,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16.3004172077523,16.2397523299172,22,3993
139,"Love in the Time of Cholera",6.4,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17.6221730477346,15.3432194082948,27,4001
111,"Transsiberian",6.5,195,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16.5235607590665,15.5949291913575,13,3895
101,"Zathura: A Space Adventure",6.1,779,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,17.9898978278599,17.9794045190055,26,4698
97,"Failure to Launch",5.5,399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7275335633924,18.3009417065713,17,4574
108,"The Village",6.2,1071,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,17.9098551201864,19.3634089847117,11,5162
127,"Outbreak",6.3,513,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,17.7275335633924,19.0617951989181,8,8592
116,"The 40 Year Old Virgin",6.2,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0736070959858,18.5109714106891,22,4785
88,"The Wedding Date",6.2,230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.5235607590665,17.66937545473,16,4973
101,"The Weather Man",6,289,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8112428315183,16.3398602519574,15,4715
128,"Something's Gotta Give",6.3,410,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18.1975371926382,19.4017427373779,22,5393
165,"Australia",6.3,694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6830450084199,17.7185735823809,9,3590
124,"In the Valley of Elah",6.6,261,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,16.9510047738934,17.201316429034,21,4035
122,"No Country for Old Men",7.7,3003,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0343863828325,18.9606767450181,22,3966
99,"Big Trouble in Little China",7.1,705,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.0343863828325,16.2134058307626,27,11798
85,"Cloverfield",6.4,2251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17.0343863828325,18.9557931965262,11,3898
136,"Coach Carter",7.3,496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2167079396264,18.1550185252071,12,4994
124,"The Punisher",6.1,766,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3120181194308,17.8173761869516,12,5268
84,"Meet the Spartans",3.7,359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2167079396264,18.2539982293394,17,3889
107,"Equilibrium",6.9,1552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16.8112428315183,15.4944082995103,11,5764
122,"Running Scared",7,331,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.6487239020205,16.0668023565708,14,4637
120,"Alive",6.7,374,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.281246460764,17.4192108373985,5,9376
96,"Juno",7,2244,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.8304135785065,19.2597084319722,4,3939
104,"The Rage: Carrie 2",5.1,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,16.8600329956877,16.6926115924891,18,7130
158,"There Will Be Blood",7.9,1537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0343863828325,18.162022845417,19,3916
97,"The Bucket List",7,1111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6221730477346,18.9824228525221,15,3919
124,"Sahara",5.7,434,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18.6830450084199,18.5968960789958,6,4912
84,"Chicken Run",6.5,1150,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.6221730477346,19.2308754186132,11,6662
104,"Brothers",6.8,633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,17.0736070959858,17.5840868676441,8,3520
107,"Tropic Thunder",6.5,1667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3372991350133,19.0523388770001,14,3691
94,"Titan A.E.",6.3,313,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18.1329986715006,17.4197748709119,10,6667
124,"xXx",5.8,1424,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0640058000136,19.4411454630378,3,5883
109,"The Hitchhiker's Guide to the Galaxy",6.6,1315,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17.7275335633924,18.4644910625811,36,4993
135,"Speed Racer",5.7,354,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18.6030023007463,18.3582282162835,11,3783
90,"Vantage Point",6.2,716,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.5043900120782,18.8338593001175,13,3881
83,"Open Season",6.1,656,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.2581618144546,19.1002817226071,11,4371
124,"Shooter",6.9,1462,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,17.9263844221376,18.3766974661708,7,4197
92,"Knockaround Guys",5.9,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.5235607590665,16.3004172077523,16,6219
116,"Running with Scissors",5.8,78,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3004172077523,15.7257784293365,21,4343
84,"Idiocracy",6.3,664,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.2167079396264,13.1129249754932,9,4399
109,"Smokin' Aces",6.4,534,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.6487239020205,17.86038288596,12,4300
83,"Over the Hedge",6.3,1074,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.1975371926382,19.6543984895056,14,4531
90,"Fun with Dick and Jane",5.9,627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4206807439524,19.1239075143379,22,4653
94,"Waiting...",6.2,237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9141228466324,16.7406964325035,10,4728
107,"The Wave",7.5,841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.8304135785065,16.7599495371307,8,3842
94,"Resident Evil: Extinction",6.1,1292,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17.6221730477346,18.8155031859319,25,4015
107,"Half Nelson",6.5,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4588356140255,15.4071357618999,11,4420
112,"Down in the Valley",5.9,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.8949520996441,13.6563647565972,18,4875
120,"Harsh Times",6.3,197,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.5086577385242,15.6017612148433,11,4754
116,"Black Snake Moan",6.6,243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5235607590665,16.2046261290013,16,4301
157,"Rang De Basanti",7.2,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6039679183285,16.2580446193213,15,4617
100,"Run, Fatboy, Run",6.2,238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.1180956509583,17.3120181194308,16,4029
128,"The Kite Runner",7.3,394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8112428315183,18.1097443330978,15,3991
136,"The Lovely Bones",6.6,1065,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17.9898978278599,18.3537456038832,16,3187
106,"Behind Enemy Lines",6,457,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,17.5043900120782,18.3346129434726,18,6148
116,"Highlander",6.8,624,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.5880992802041,15.5904629088759,10,11882
99,"Highlander: The Final Dimension",4.5,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.0736070959858,17.4210084031392,31,8693
105,"Get Shorty",6.4,302,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.2250067424411,18.5613259656866,10,8368
121,"Gigli",3.5,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8044946045285,15.7987452554564,5,5526
121,"The Three Burials of Melquiades Estrada",7,177,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,16.5235607590665,16.3034250961835,39,4687
124,"The Reader",7.2,813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17.281246460764,18.5430690700723,10,3568
123,"21",6.5,1375,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3708586194537,18.0614768764088,2,3826
104,"Desperado",6.8,881,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.7614207070196,17.0504740790935,9,8424
98,"Barbarella",5.7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0127351353005,14.7318012898384,10,18239
114,"Alien³",6.2,1633,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17.7275335633924,18.8892680269031,6,9614
109,"Alien: Resurrection",5.9,1365,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18.0640058000136,18.9031068931967,19,7614
99,"Suspect Zero",5.5,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.1113474239686,16.3804599154258,12,5134
101,"Untraceable",5.9,238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3708586194537,17.2962400554317,11,3891
248,"Cleopatra",6.7,146,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,17.2532005759855,18.0781904350056,9,20186
90,"You Kill Me",6.2,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15.2018049190842,14.7021050901583,11,4238
95,"Napoleon Dynamite",6.7,554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8992198260901,17.6467159905884,17,5211
122,"Ronin",6.7,658,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.8228437431967,17.5438723256265,5,7297
93,"Æon Flux",5.4,703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.9426449430094,17.7725834270651,8,4674
95,"The Spiderwick Chronicles",6.3,572,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18.3153202282945,18.9082766366449,25,3868
123,"8MM",6.1,474,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,17.5043900120782,18.3862828518788,3,7143
88,"Jumper",5.9,1799,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18.2581618144546,19.2192287763566,6,3872
105,"Disturbia",6.6,1006,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,16.8112428315183,18.5841603508518,9,4176
103,"American Wedding",6,1129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.8228437431967,19.2598709819273,16,5526
103,"The Spirit",4.7,320,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17.9098551201864,17.4798753942708,10,3553
109,"Poetic Justice",6.9,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16.4545678875795,17.1302704343046,14,9187
109,"Four Brothers",6.7,607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6221730477346,18.341363408133,13,4785
107,"In Bruges",7.4,1388,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5235607590665,17.3574486202723,9,3874
98,"Step Up 2: The Streets",6.5,640,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,16.9510047738934,18.8315757501122,22,3868
78,"[REC]",7.1,934,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.2209756660724,17.2315308685181,5,4178
94,"They Live",7.1,550,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,15.2018049190842,16.3811464489385,9,10890
95,"My Big Fat Greek Wedding",6.2,671,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.4249484703984,19.7256133136235,24,6051
94,"Ice Age: Dawn of the Dinosaurs",6.5,2271,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.3153202282945,20.6030023967535,30,3367
143,"Cast Away",7.5,3218,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3153202282945,19.8784399167959,9,6478
113,"Superbad",7,2100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8112428315183,18.6151221082654,8,4049
143,"Robin Hood: Prince of Thieves",6.6,909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6867115688722,19.7829229266102,29,9957
150,"Transformers: Revenge of the Fallen",6,3138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.8261458520605,20.5444946437462,35,3377
108,"The Boondock Saints",7.2,837,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.6072700271923,10.3245306906076,19,7178
93,"How High",6.3,218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3004172077523,17.2544992663088,8,6114
96,"Day of the Dead",6.9,270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.0682735264596,17.3418710825804,15,12113
109,"A Man Apart",5.8,258,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3990294964204,17.6076441458706,11,5645
96,"Event Horizon",6.5,742,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,17.9098551201864,17.0991714485754,13,7703
97,"I Spy",5.2,269,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0640058000136,17.328879318608,5,5800
123,"The 6th Day",5.7,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.2222298052285,18.3807487386908,11,6513
115,"Never Back Down",6.4,497,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8112428315183,17.5442699069619,15,3849
112,"Funny Games",6.3,545,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16.5235607590665,15.8872817576399,11,3985
107,"Dumb and Dumber",6.5,1859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5880992802041,19.3260131480751,15,8676
109,"Animal House",7,418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8087623309746,18.7642704483424,12,14662
116,"John Q",7,594,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.3990294964204,18.4428802024348,6,6058
106,"Wild Wild West",5.1,1020,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.9513089950145,19.2186593647344,14,7020
118,"Hitch",6.4,1665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0640058000136,19.7238663393429,5,4967
157,"Ali",6.7,447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4883393924262,18.2895900845993,3,6124
127,"Superman II",6.5,629,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.8044946045285,19.0649459626296,11,13801
110,"Shanghai Noon",6.2,735,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.8228437431967,17.8573734884266,13,6688
89,"The Lion King",8,5376,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17.6221730477346,20.4853154230968,13,8852
103,"Dick Tracy",5.9,251,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.6656581596743,18.4573860461104,10,10321
109,"The History Boys",6.6,66,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2018049190842,16.4109109259538,16,4368
138,"Master and Commander: The Far Side of the World",6.9,790,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8261458520605,19.1721492416403,47,5421
122,"The Exorcism of Emily Rose",6.3,659,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16.7599495371307,18.786825978791,26,4756
91,"The Happening",4.9,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17.9098551201864,18.9117349898139,13,3750
120,"Deep Impact",5.9,855,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18.1329986715006,18.7604665133268,11,7437
138,"K-19: The Widowmaker",6.1,264,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,18.4206807439524,17.3756746039611,20,5904
112,"Fool's Gold",5.4,444,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0640058000136,18.5271200465103,11,3875
93,"Taken",7.2,4369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0343863828325,19.2397139002774,5,3864
98,"Snake Eyes",5.8,327,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.1059699991127,18.4588567673765,10,7346
110,"The League of Extraordinary Gentlemen",5.7,1155,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,18.1722193846539,19.0043768539307,37,5547
94,"Anchorman: The Legend of Ron Burgundy",6.7,1493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0736070959858,18.3216798297591,37,5183
170,"The Thin Red Line",7.2,771,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,17.7667542765457,18.4017686829842,17,7206
99,"Baby Mama",5.8,205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2167079396264,17.9717878899257,9,3799
95,"Mad Max 2: The Road Warrior",7.3,957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14.5086577385242,17.0182908214689,27,13416
105,"Doom",5,609,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.9098551201864,17.8406358123504,4,4715
134,"Evita",5.9,120,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,17.8228437431967,18.7646049952123,5,7947
99,"Timecop",5.5,282,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17.1113474239686,18.4370124624508,7,8768
135,"Conspiracy Theory",6.5,431,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,18.1329986715006,18.7353661766717,17,7711
96,"Legally Blonde",6.1,882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7058823158604,18.7697495877109,14,6275
104,"The X Files: I Want to Believe",5.5,523,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,17.2167079396264,18.040436411371,30,3707
100,"Casper",6,1019,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17.7275335633924,19.4782216806243,6,8515
103,"DragonHeart",6.4,535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.8585618257988,18.5627649876971,11,8144
107,"The Cell",6,436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,17.3120181194308,18.4613988258739,8,6605
103,"Alfie",5.6,248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9098551201864,16.4104621592878,5,5078
108,"The Shadow",5.4,138,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17.0343863828325,17.6880322588771,10,8844
97,"Steel",4.3,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.5880992802041,14.338123833576,5,7703
83,"Dude, Where’s My Car?",5.2,509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3804599154258,18.1084425972551,21,6485
106,"Red Planet",5.4,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18.1975371926382,17.3259798657351,10,6520
104,"How the Grinch Stole Christmas",6.2,1386,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18.6276949133367,19.6594647547925,30,6513
94,"Wayne's World",6.5,728,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.8112428315183,18.6170475610026,13,9712
105,"My Best Friend's Wedding",6.3,584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.4530967176907,19.5169188999298,24,7760
