"","end_result","game","game_id","period","play","player","playoffs","score","season","shot_made","time","home_game","score1","score2","cur_score","opp_score","first_shot","missed_first","made_first","cur_time","losing","losing_alot","score_ratio","loss_sq","win_sq","prod1"
"110","81 - 88","ATL - MIA",270305014,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","20 - 26","2006 - 2007",0,"5:52",0,20,26,26,20,0,1,0,352,FALSE,FALSE,1.23809523809524,1156,1024,0
"111","81 - 88","ATL - MIA",270305014,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","53 - 56","2006 - 2007",0,"0:25",0,53,56,56,53,1,0,0,25,FALSE,FALSE,1.03703703703704,1156,1024,0
"112","81 - 88","ATL - MIA",270305014,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","53 - 57","2006 - 2007",1,"0:25",0,53,57,56,53,0,1,0,25,FALSE,FALSE,1.03703703703704,1156,1024,0
"113","81 - 88","ATL - MIA",270305014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","54 - 59","2006 - 2007",0,"11:37",0,54,59,59,54,1,0,0,697,FALSE,FALSE,1.07272727272727,1156,1024,0
"114","81 - 88","ATL - MIA",270305014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","54 - 60","2006 - 2007",1,"11:37",0,54,60,59,54,0,1,0,697,FALSE,FALSE,1.07272727272727,1156,1024,0
"115","81 - 88","ATL - MIA",270305014,4,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","56 - 62","2006 - 2007",0,"11:11",0,56,62,62,56,1,0,0,671,FALSE,FALSE,1.08771929824561,1156,1024,0
"116","70 - 103","CHI - MIA",270307014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","7 - 13","2006 - 2007",0,"5:52",0,7,13,13,7,1,0,0,352,FALSE,FALSE,1.625,1156,1024,0
"117","70 - 103","CHI - MIA",270307014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","7 - 13","2006 - 2007",0,"5:52",0,7,13,13,7,0,1,0,352,FALSE,FALSE,1.625,1156,1024,0
"118","70 - 103","CHI - MIA",270307014,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","9 - 15","2006 - 2007",0,"4:47",0,9,15,15,9,1,0,0,287,FALSE,FALSE,1.5,1156,1024,0
"119","70 - 103","CHI - MIA",270307014,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","45 - 52","2006 - 2007",0,"11:19",0,45,52,52,45,1,0,0,679,FALSE,FALSE,1.1304347826087,1156,1024,0
"120","70 - 103","CHI - MIA",270307014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","45 - 52","2006 - 2007",0,"11:19",0,45,52,52,45,0,1,0,679,FALSE,FALSE,1.1304347826087,1156,1024,0
"121","91 - 105","MIN - MIA",270309014,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","11 - 13","2006 - 2007",0,"6:54",0,11,13,13,11,1,0,0,414,FALSE,FALSE,1.08333333333333,1156,1024,0
"122","91 - 105","MIN - MIA",270309014,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","17 - 22","2006 - 2007",1,"4:20",0,17,22,21,17,1,0,0,260,FALSE,FALSE,1.16666666666667,1156,1024,0
"123","91 - 105","MIN - MIA",270309014,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","49 - 56","2006 - 2007",0,"9:15",0,49,56,56,49,1,0,0,555,FALSE,FALSE,1.12,1156,1024,0
"124","91 - 105","MIN - MIA",270309014,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","49 - 57","2006 - 2007",1,"9:15",0,49,57,56,49,0,1,0,555,FALSE,FALSE,1.12,1156,1024,0
"125","91 - 105","MIN - MIA",270309014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","75 - 86","2006 - 2007",0,"8:12",0,75,86,86,75,1,0,0,492,FALSE,FALSE,1.13157894736842,1156,1024,0
"126","91 - 105","MIN - MIA",270309014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","75 - 87","2006 - 2007",1,"8:12",0,75,87,86,75,0,1,0,492,FALSE,FALSE,1.13157894736842,1156,1024,0
"127","91 - 105","MIN - MIA",270309014,4,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","77 - 91","2006 - 2007",0,"6:43",0,77,91,91,77,1,0,0,403,FALSE,FALSE,1.16666666666667,1156,1024,0
"128","91 - 105","MIN - MIA",270309014,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","87 - 98","2006 - 2007",1,"2:00",0,87,98,97,87,1,0,0,120,FALSE,FALSE,1.10227272727273,1156,1024,0
"129","91 - 105","MIN - MIA",270309014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","87 - 99","2006 - 2007",1,"2:00",0,87,99,98,87,0,0,1,120,FALSE,FALSE,1.11363636363636,1156,1024,0
"130","91 - 105","MIN - MIA",270309014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","91 - 102","2006 - 2007",0,"0:58",0,91,102,102,91,1,0,0,58,FALSE,FALSE,1.10869565217391,1156,1024,0
"131","91 - 105","MIN - MIA",270309014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","91 - 103","2006 - 2007",1,"0:58",0,91,103,102,91,0,1,0,58,FALSE,FALSE,1.10869565217391,1156,1024,0
"132","104 - 106","WSH - MIA",270311014,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","0 - 1","2006 - 2007",1,"11:21",0,0,1,0,0,1,0,0,681,FALSE,FALSE,0,1156,1024,0
"133","104 - 106","WSH - MIA",270311014,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","0 - 2","2006 - 2007",1,"11:21",0,0,2,1,0,0,0,1,681,FALSE,FALSE,1,1156,1024,0
"134","104 - 106","WSH - MIA",270311014,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","24 - 35","2006 - 2007",0,"7:47",0,24,35,35,24,1,0,0,467,FALSE,FALSE,1.4,1156,1024,0
"135","104 - 106","WSH - MIA",270311014,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","24 - 35","2006 - 2007",0,"7:47",0,24,35,35,24,0,1,0,467,FALSE,FALSE,1.4,1156,1024,0
"136","104 - 106","WSH - MIA",270311014,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","54 - 56","2006 - 2007",0,"9:00",0,54,56,56,54,1,0,0,540,FALSE,FALSE,1.01818181818182,1156,1024,0
"137","104 - 106","WSH - MIA",270311014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","54 - 56","2006 - 2007",0,"9:00",0,54,56,56,54,0,1,0,540,FALSE,FALSE,1.01818181818182,1156,1024,0
"138","104 - 106","WSH - MIA",270311014,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","58 - 62","2006 - 2007",0,"6:31",0,58,62,62,58,1,0,0,391,FALSE,FALSE,1.05084745762712,1156,1024,0
"139","104 - 106","WSH - MIA",270311014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","58 - 62","2006 - 2007",0,"6:31",0,58,62,62,58,0,1,0,391,FALSE,FALSE,1.05084745762712,1156,1024,0
"140","86 - 88","UTAH - MIA",270313014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","4 - 2","2006 - 2007",0,"10:02",0,4,2,2,4,1,0,0,602,TRUE,FALSE,0.4,1156,1024,0
"141","86 - 88","UTAH - MIA",270313014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","4 - 2","2006 - 2007",0,"10:02",0,4,2,2,4,0,1,0,602,TRUE,FALSE,0.4,1156,1024,0
"142","86 - 88","UTAH - MIA",270313014,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","63 - 53","2006 - 2007",0,"4:01",0,63,53,53,63,1,0,0,241,TRUE,FALSE,0.828125,1156,1024,0
"143","86 - 88","UTAH - MIA",270313014,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","63 - 54","2006 - 2007",1,"4:01",0,63,54,53,63,0,1,0,241,TRUE,FALSE,0.828125,1156,1024,0
"144","93 - 86","MIA - NJ",270315017,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","10 - 3","2006 - 2007",0,"7:43",1,10,3,10,3,1,0,0,463,FALSE,FALSE,2.5,1156,1024,0
"145","93 - 86","MIA - NJ",270315017,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","10 - 3","2006 - 2007",0,"7:43",1,10,3,10,3,0,1,0,463,FALSE,FALSE,2.5,1156,1024,0
"146","93 - 86","MIA - NJ",270315017,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","47 - 51","2006 - 2007",0,"9:41",1,47,51,47,51,1,0,0,581,TRUE,FALSE,0.903846153846154,1156,1024,0
"147","93 - 86","MIA - NJ",270315017,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","47 - 51","2006 - 2007",0,"9:41",1,47,51,47,51,0,1,0,581,TRUE,FALSE,0.903846153846154,1156,1024,0
"148","93 - 86","MIA - NJ",270315017,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","53 - 51","2006 - 2007",0,"6:18",1,53,51,53,51,1,0,0,378,FALSE,FALSE,1.01923076923077,1156,1024,0
"149","93 - 86","MIA - NJ",270315017,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","53 - 51","2006 - 2007",0,"6:18",1,53,51,53,51,0,1,0,378,FALSE,FALSE,1.01923076923077,1156,1024,0
"150","93 - 86","MIA - NJ",270315017,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","53 - 53","2006 - 2007",0,"5:50",1,53,53,53,53,1,0,0,350,FALSE,FALSE,0.981481481481482,1156,1024,0
"151","93 - 86","MIA - NJ",270315017,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","54 - 53","2006 - 2007",1,"5:50",1,54,53,53,53,0,1,0,350,FALSE,FALSE,0.981481481481482,1156,1024,0
"152","93 - 86","MIA - NJ",270315017,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","55 - 53","2006 - 2007",1,"5:13",1,55,53,54,53,1,0,0,313,FALSE,FALSE,1,1156,1024,0
"153","93 - 86","MIA - NJ",270315017,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","55 - 53","2006 - 2007",0,"5:13",1,55,53,55,53,0,0,1,313,FALSE,FALSE,1.01851851851852,1156,1024,1
"154","93 - 86","MIA - NJ",270315017,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","73 - 68","2006 - 2007",1,"9:00",1,73,68,72,68,1,0,0,540,FALSE,FALSE,1.04347826086957,1156,1024,0
"155","93 - 86","MIA - NJ",270315017,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","74 - 68","2006 - 2007",1,"9:00",1,74,68,73,68,0,0,1,540,FALSE,FALSE,1.05797101449275,1156,1024,1
"156","93 - 86","MIA - NJ",270315017,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","86 - 75","2006 - 2007",1,"4:31",1,86,75,85,75,1,0,0,271,FALSE,FALSE,1.11842105263158,1156,1024,0
"157","93 - 86","MIA - NJ",270315017,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","86 - 75","2006 - 2007",0,"4:31",1,86,75,86,75,0,0,1,271,FALSE,FALSE,1.13157894736842,1156,1024,1
"158","97 - 103","SAC - MIA",270316014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","2 - 0","2006 - 2007",0,"10:57",0,2,0,0,2,1,0,0,657,TRUE,FALSE,0,1156,1024,0
"159","97 - 103","SAC - MIA",270316014,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","2 - 1","2006 - 2007",1,"10:57",0,2,1,0,2,0,1,0,657,TRUE,FALSE,0,1156,1024,0
"160","97 - 103","SAC - MIA",270316014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","42 - 55","2006 - 2007",1,"1:49",0,42,55,54,42,1,0,0,109,FALSE,FALSE,1.25581395348837,1156,1024,0
"161","97 - 103","SAC - MIA",270316014,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","42 - 55","2006 - 2007",0,"1:49",0,42,55,55,42,0,0,1,109,FALSE,FALSE,1.27906976744186,1156,1024,0
"162","97 - 103","SAC - MIA",270316014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","42 - 56","2006 - 2007",1,"1:25",0,42,56,55,42,1,0,0,85,FALSE,FALSE,1.27906976744186,1156,1024,0
"163","97 - 103","SAC - MIA",270316014,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","42 - 56","2006 - 2007",0,"1:25",0,42,56,56,42,0,0,1,85,FALSE,FALSE,1.30232558139535,1156,1024,0
"164","97 - 103","SAC - MIA",270316014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","45 - 57","2006 - 2007",1,"11:12",0,45,57,56,45,1,0,0,672,FALSE,FALSE,1.21739130434783,1156,1024,0
"165","97 - 103","SAC - MIA",270316014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","45 - 57","2006 - 2007",0,"11:12",0,45,57,57,45,0,0,1,672,FALSE,FALSE,1.23913043478261,1156,1024,0
"166","97 - 103","SAC - MIA",270316014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","78 - 94","2006 - 2007",0,"6:41",0,78,94,94,78,1,0,0,401,FALSE,FALSE,1.18987341772152,1156,1024,0
"167","97 - 103","SAC - MIA",270316014,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","78 - 94","2006 - 2007",0,"6:41",0,78,94,94,78,0,1,0,401,FALSE,FALSE,1.18987341772152,1156,1024,0
"168","97 - 103","SAC - MIA",270316014,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","88 - 101","2006 - 2007",1,"3:56",0,88,101,100,88,1,0,0,236,FALSE,FALSE,1.12359550561798,1156,1024,0
"169","97 - 103","SAC - MIA",270316014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","88 - 102","2006 - 2007",1,"3:56",0,88,102,101,88,0,0,1,236,FALSE,FALSE,1.13483146067416,1156,1024,0
"170","97 - 103","SAC - MIA",270316014,4,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","92 - 102","2006 - 2007",0,"2:13",0,92,102,102,92,1,0,0,133,FALSE,FALSE,1.09677419354839,1156,1024,0
"171","97 - 103","SAC - MIA",270316014,4,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","92 - 103","2006 - 2007",1,"2:13",0,92,103,102,92,0,1,0,133,FALSE,FALSE,1.09677419354839,1156,1024,0
"172","97 - 83","ORL - MIA",270318014,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","3 - 5","2006 - 2007",1,"9:40",0,3,5,4,3,1,0,0,580,FALSE,FALSE,1,1156,1024,0
"173","97 - 83","ORL - MIA",270318014,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","3 - 6","2006 - 2007",1,"9:40",0,3,6,5,3,0,0,1,580,FALSE,FALSE,1.25,1156,1024,0
"174","97 - 83","ORL - MIA",270318014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","37 - 22","2006 - 2007",1,"8:12",0,37,22,21,37,1,0,0,492,TRUE,TRUE,0.552631578947368,1156,1024,0
"175","97 - 83","ORL - MIA",270318014,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","37 - 22","2006 - 2007",0,"8:12",0,37,22,22,37,0,0,1,492,TRUE,FALSE,0.578947368421053,1156,1024,0
"176","97 - 83","ORL - MIA",270318014,2,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","42 - 27","2006 - 2007",1,"6:39",0,42,27,26,42,1,0,0,399,TRUE,TRUE,0.604651162790698,1156,1024,0
"177","97 - 83","ORL - MIA",270318014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","42 - 28","2006 - 2007",1,"6:39",0,42,28,27,42,0,0,1,399,TRUE,FALSE,0.627906976744186,1156,1024,0
"178","97 - 83","ORL - MIA",270318014,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","42 - 28","2006 - 2007",0,"6:01",0,42,28,28,42,1,0,0,361,TRUE,FALSE,0.651162790697674,1156,1024,0
"179","97 - 83","ORL - MIA",270318014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","42 - 29","2006 - 2007",1,"6:01",0,42,29,28,42,0,1,0,361,TRUE,FALSE,0.651162790697674,1156,1024,0
"180","97 - 83","ORL - MIA",270318014,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","84 - 68","2006 - 2007",1,"7:22",0,84,68,67,84,1,0,0,442,TRUE,TRUE,0.788235294117647,1156,1024,0
"181","97 - 83","ORL - MIA",270318014,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","90 - 71","2006 - 2007",1,"5:15",0,90,71,70,90,1,0,0,315,TRUE,TRUE,0.769230769230769,1156,1024,0
"182","97 - 83","ORL - MIA",270318014,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","90 - 71","2006 - 2007",0,"5:15",0,90,71,71,90,0,0,1,315,TRUE,TRUE,0.78021978021978,1156,1024,0
"183","70 - 95","MIA - IND",270323011,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","2 - 5","2006 - 2007",0,"9:17",1,2,5,2,5,1,0,0,557,TRUE,FALSE,0.333333333333333,1156,1024,0
"184","70 - 95","MIA - IND",270323011,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","3 - 5","2006 - 2007",1,"9:17",1,3,5,2,5,0,1,0,557,TRUE,FALSE,0.333333333333333,1156,1024,0
"185","70 - 95","MIA - IND",270323011,1,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","5 - 12","2006 - 2007",0,"7:03",1,5,12,5,12,1,0,0,423,TRUE,FALSE,0.384615384615385,1156,1024,0
"186","70 - 95","MIA - IND",270323011,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","6 - 14","2006 - 2007",1,"6:22",1,6,14,5,14,1,0,0,382,TRUE,FALSE,0.333333333333333,1156,1024,0
"187","70 - 95","MIA - IND",270323011,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","7 - 14","2006 - 2007",1,"6:22",1,7,14,6,14,0,0,1,382,TRUE,FALSE,0.4,1156,1024,1
"188","70 - 95","MIA - IND",270323011,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","7 - 16","2006 - 2007",0,"6:00",1,7,16,7,16,1,0,0,360,TRUE,FALSE,0.411764705882353,1156,1024,0
"189","70 - 95","MIA - IND",270323011,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","7 - 16","2006 - 2007",0,"6:00",1,7,16,7,16,0,1,0,360,TRUE,FALSE,0.411764705882353,1156,1024,0
"190","70 - 95","MIA - IND",270323011,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","22 - 43","2006 - 2007",0,"5:54",1,22,43,22,43,1,0,0,354,TRUE,TRUE,0.5,1156,1024,0
"191","70 - 95","MIA - IND",270323011,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","23 - 43","2006 - 2007",1,"5:54",1,23,43,22,43,0,1,0,354,TRUE,TRUE,0.5,1156,1024,0
"192","70 - 95","MIA - IND",270323011,3,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","44 - 64","2006 - 2007",0,"4:56",1,44,64,44,64,1,0,0,296,TRUE,TRUE,0.676923076923077,1156,1024,0
"193","70 - 95","MIA - IND",270323011,3,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","45 - 64","2006 - 2007",1,"4:56",1,45,64,44,64,0,1,0,296,TRUE,TRUE,0.676923076923077,1156,1024,0
"194","93 - 85","PHI - MIA",270324014,1,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","6 - 5","2006 - 2007",0,"7:18",0,6,5,5,6,0,0,0,438,TRUE,FALSE,0.714285714285714,1156,1024,0
"195","93 - 85","PHI - MIA",270324014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","6 - 8","2006 - 2007",0,"7:18",0,6,8,8,6,1,0,0,438,FALSE,FALSE,1.14285714285714,1156,1024,0
"196","93 - 85","PHI - MIA",270324014,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","19 - 34","2006 - 2007",0,"10:07",0,19,34,34,19,1,1,0,607,FALSE,FALSE,1.7,1156,1024,0
"197","93 - 85","PHI - MIA",270324014,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","20 - 39","2006 - 2007",0,"6:47",0,20,39,39,20,1,0,0,407,FALSE,FALSE,1.85714285714286,1156,1024,0
"198","93 - 85","PHI - MIA",270324014,2,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","20 - 39","2006 - 2007",0,"6:47",0,20,39,39,20,0,1,0,407,FALSE,FALSE,1.85714285714286,1156,1024,0
"199","93 - 85","PHI - MIA",270324014,4,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","74 - 73","2006 - 2007",0,"7:52",0,74,73,73,74,1,0,0,472,TRUE,FALSE,0.973333333333333,1156,1024,0
"200","93 - 85","PHI - MIA",270324014,4,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","80 - 77","2006 - 2007",1,"4:33",0,80,77,76,80,1,0,0,273,TRUE,FALSE,0.938271604938272,1156,1024,0
"201","93 - 85","PHI - MIA",270324014,4,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","80 - 77","2006 - 2007",0,"4:33",0,80,77,77,80,0,0,1,273,TRUE,FALSE,0.950617283950617,1156,1024,0
"202","93 - 85","PHI - MIA",270324014,4,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","86 - 83","2006 - 2007",1,"1:04",0,86,83,82,86,1,0,0,64,TRUE,FALSE,0.942528735632184,1156,1024,0
"203","89 - 106","ATL - MIA",270326014,1,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","2 - 1","2006 - 2007",1,"9:52",0,2,1,0,2,1,0,0,592,TRUE,FALSE,0,1156,1024,0
"204","89 - 106","ATL - MIA",270326014,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","2 - 2","2006 - 2007",1,"9:52",0,2,2,1,2,0,0,1,592,TRUE,FALSE,0.333333333333333,1156,1024,0
"205","89 - 106","ATL - MIA",270326014,1,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","4 - 15","2006 - 2007",1,"6:56",0,4,15,14,4,1,0,0,416,FALSE,FALSE,2.8,1156,1024,0
"206","89 - 106","ATL - MIA",270326014,1,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","7 - 15","2006 - 2007",0,"6:11",0,7,15,15,7,1,0,0,371,FALSE,FALSE,1.875,1156,1024,0
"207","89 - 106","ATL - MIA",270326014,1,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","7 - 16","2006 - 2007",1,"6:11",0,7,16,15,7,0,1,0,371,FALSE,FALSE,1.875,1156,1024,0
"208","89 - 106","ATL - MIA",270326014,2,"Shaquille O'Neal misses free throw 1 of 1","Shaquille O'Neal","regular","28 - 32","2006 - 2007",0,"9:36",0,28,32,32,28,1,0,0,576,FALSE,FALSE,1.10344827586207,1156,1024,0
"209","89 - 106","ATL - MIA",270326014,2,"Shaquille O'Neal misses free throw 1 of 2","Shaquille O'Neal","regular","38 - 39","2006 - 2007",0,"5:43",0,38,39,39,38,1,0,0,343,FALSE,FALSE,1,1156,1024,0
"210","89 - 106","ATL - MIA",270326014,2,"Shaquille O'Neal makes free throw 2 of 2","Shaquille O'Neal","regular","38 - 40","2006 - 2007",1,"5:43",0,38,40,39,38,0,1,0,343,FALSE,FALSE,1,1156,1024,0
"211","89 - 106","ATL - MIA",270326014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","52 - 61","2006 - 2007",1,"11:02",0,52,61,60,52,1,0,0,662,FALSE,FALSE,1.13207547169811,1156,1024,0
"212","89 - 106","ATL - MIA",270326014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","52 - 61","2006 - 2007",0,"11:02",0,52,61,61,52,0,0,1,662,FALSE,FALSE,1.15094339622642,1156,1024,0
"213","89 - 106","ATL - MIA",270326014,3,"Shaquille O'Neal makes free throw 1 of 1","Shaquille O'Neal","regular","53 - 64","2006 - 2007",1,"10:21",0,53,64,63,53,1,0,0,621,FALSE,FALSE,1.16666666666667,1156,1024,0
"214","89 - 106","ATL - MIA",270326014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","55 - 65","2006 - 2007",1,"8:47",0,55,65,64,55,1,0,0,527,FALSE,FALSE,1.14285714285714,1156,1024,0
"215","89 - 106","ATL - MIA",270326014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","55 - 65","2006 - 2007",0,"8:47",0,55,65,65,55,0,0,1,527,FALSE,FALSE,1.16071428571429,1156,1024,0
"216","89 - 106","ATL - MIA",270326014,3,"Shaquille O'Neal makes free throw 1 of 2","Shaquille O'Neal","regular","56 - 68","2006 - 2007",1,"6:56",0,56,68,67,56,1,0,0,416,FALSE,FALSE,1.17543859649123,1156,1024,0
"217","89 - 106","ATL - MIA",270326014,3,"Shaquille O'Neal misses free throw 2 of 2","Shaquille O'Neal","regular","56 - 68","2006 - 2007",0,"6:56",0,56,68,68,56,0,0,1,416,FALSE,FALSE,1.19298245614035,1156,1024,0
